assembly_accession,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,"relation_to_type_material
",filepath
GCF_012277275.1,GCF_012277275.1,PRJNA224116,SAMN14330459,,na,2716227,2716227,Mobilicoccus sp. NJES-13,strain=NJES-13,,latest,Complete Genome,Major,Full,2020/04/14,ASM1227727v1,Zhejiang Ocean University,GCA_012277275.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/277/275/GCF_012277275.1_ASM1227727v1,,"
",GCF_012277275.1_ASM1227727v1_genomic.gbff
GCF_012295525.1,GCF_012295525.1,PRJNA224116,SAMN14410527,,na,2064643,2064643,Oxynema sp. AP17,strain=AP17,,latest,Complete Genome,Major,Full,2020/04/15,ASM1229552v1,Jadavpur University,GCA_012295525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/295/525/GCF_012295525.1_ASM1229552v1,,"
",GCF_012295525.1_ASM1229552v1_genomic.gbff
GCF_012295615.1,GCF_012295615.1,PRJNA224116,SAMN14559901,,representative genome,207949,207949,Bermanella marisrubri,strain=RED65,,latest,Complete Genome,Major,Full,2020/04/15,ASM1229561v1,NEB,GCA_012295615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/295/615/GCF_012295615.1_ASM1229561v1,,"assembly from type material
",GCF_012295615.1_ASM1229561v1_genomic.gbff
GCF_012524235.2,GCF_012524235.2,PRJNA224116,SAMN14563051,,na,184912,184912,Citrobacter sp. TSA-1,strain=TSA-1,,latest,Complete Genome,Major,Full,2020/05/27,UCSC_CitroTSA_2.0,UCSC,GCA_012524235.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/524/235/GCF_012524235.2_UCSC_CitroTSA_2.0,,"
",GCF_012524235.2_UCSC_CitroTSA_2.0_genomic.gbff
GCF_012530715.1,GCF_012530715.1,PRJNA224116,SAMN14566246,,representative genome,179636,179636,Alicycliphilus denitrificans,strain=DP3,,latest,Complete Genome,Major,Full,2020/04/20,ASM1253071v1,Shanghai Fisheries Research Institute,GCA_012530715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/530/715/GCF_012530715.1_ASM1253071v1,,"
",GCF_012530715.1_ASM1253071v1_genomic.gbff
GCF_012584515.1,GCF_012584515.1,PRJNA224116,SAMN14483341,,representative genome,37448,37448,Polaromonas vacuolata,strain=KCTC 22033,,latest,Complete Genome,Major,Full,2020/04/21,ASM1258451v1,Korea Polar Research Institute,GCA_012584515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/584/515/GCF_012584515.1_ASM1258451v1,,"
",GCF_012584515.1_ASM1258451v1_genomic.gbff
GCF_012647205.1,GCF_012647205.1,PRJNA224116,SAMN14599528,,representative genome,198618,198618,Pseudomonas umsongensis,strain=CY-1,,latest,Complete Genome,Major,Full,2020/04/22,ASM1264720v1,Central South University,GCA_012647205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/647/205/GCF_012647205.1_ASM1264720v1,,"
",GCF_012647205.1_ASM1264720v1_genomic.gbff
GCF_012844365.1,GCF_012844365.1,PRJNA224116,SAMN14563483,,na,2725563,2725563,Brevibacterium sp. 'Marine',,Marine,latest,Complete Genome,Major,Full,2020/04/26,ASM1284436v1,"Third Institute Of Oceanography,MNR",GCA_012844365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/844/365/GCF_012844365.1_ASM1284436v1,,"
",GCF_012844365.1_ASM1284436v1_genomic.gbff
GCF_012844385.1,GCF_012844385.1,PRJNA224116,SAMN14609529,,na,119602,1334,Streptococcus dysgalactiae subsp. equisimilis,strain=TPCH-A19,,latest,Complete Genome,Major,Full,2020/04/26,ASM1284438v1,Kanazawa University,GCA_012844385.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/844/385/GCF_012844385.1_ASM1284438v1,,"
",GCF_012844385.1_ASM1284438v1_genomic.gbff
GCF_012848175.1,GCF_012848175.1,PRJNA224116,SAMN14601050,,na,149696,339,Xanthomonas campestris pv. badrii,strain=NEB122,,latest,Complete Genome,Major,Full,2020/04/27,ASM1284817v1,NEB,GCA_012848175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/848/175/GCF_012848175.1_ASM1284817v1,,"assembly from pathotype material
",GCF_012848175.1_ASM1284817v1_genomic.gbff
GCF_012848855.1,GCF_012848855.1,PRJNA224116,SAMN14610207,,representative genome,1712261,1712261,Pyruvatibacter mobilis,strain=CGMCC 1.15125,,latest,Complete Genome,Major,Full,2020/04/27,ASM1284885v1,Shandong University,GCA_012848855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/848/855/GCF_012848855.1_ASM1284885v1,,"assembly from type material
",GCF_012848855.1_ASM1284885v1_genomic.gbff
GCF_012849055.1,GCF_012849055.1,PRJNA224116,SAMN14609722,,na,2728024,2728024,Spirosoma sp. CJU-R4,strain=CJU-R4,,latest,Complete Genome,Major,Full,2020/04/27,ASM1284905v1,National Institute of Agricultural Sciences,GCA_012849055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/849/055/GCF_012849055.1_ASM1284905v1,,"
",GCF_012849055.1_ASM1284905v1_genomic.gbff
GCF_012849095.1,GCF_012849095.1,PRJNA224116,SAMN14609721,,na,2728023,2728023,Cohnella sp. MFER-1,strain=MFER-1,,latest,Complete Genome,Major,Full,2020/04/27,ASM1284909v1,National Institute of Agricultural Sciences,GCA_012849095.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/849/095/GCF_012849095.1_ASM1284909v1,,"
",GCF_012849095.1_ASM1284909v1_genomic.gbff
GCF_012849215.1,GCF_012849215.1,PRJNA224116,SAMN14609720,,na,2728022,2728022,Mucilaginibacter sp. F39-2,strain=F39-2,,latest,Complete Genome,Major,Full,2020/04/27,ASM1284921v1,National Institute of Agricultural Sciences,GCA_012849215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/849/215/GCF_012849215.1_ASM1284921v1,,"
",GCF_012849215.1_ASM1284921v1_genomic.gbff
GCF_012849375.1,GCF_012849375.1,PRJNA224116,SAMN14609719,,na,2728021,2728021,Duganella sp. AF9R3,strain=AF9R3,,latest,Complete Genome,Major,Full,2020/04/27,ASM1284937v1,National Institute of Agricultural Sciences,GCA_012849375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/849/375/GCF_012849375.1_ASM1284937v1,,"
",GCF_012849375.1_ASM1284937v1_genomic.gbff
GCF_012849555.1,GCF_012849555.1,PRJNA224116,SAMN14609718,,na,2728020,2728020,Duganella sp. GN2-R2,strain=GN2-R2,,latest,Complete Genome,Major,Full,2020/04/27,ASM1284955v1,National Institute of Agricultural Sciences,GCA_012849555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/849/555/GCF_012849555.1_ASM1284955v1,,"
",GCF_012849555.1_ASM1284955v1_genomic.gbff
GCF_012913305.1,GCF_012913305.1,PRJNA224116,SAMN14642989,,na,2728875,2728875,Rhodospirillaceae bacterium B3,strain=B3,,latest,Complete Genome,Major,Full,2020/04/28,ASM1291330v1,"College of life science, Inner Mongolia Agricultural University",GCA_012913305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/913/305/GCF_012913305.1_ASM1291330v1,,"
",GCF_012913305.1_ASM1291330v1_genomic.gbff
GCF_012913485.1,GCF_012913485.1,PRJNA224116,SAMN14642216,,na,2728835,2728835,Luteolibacter sp. G-1-1-1,strain=G-1-1-1,,latest,Complete Genome,Major,Full,2020/04/28,ASM1291348v1,Kyonggi University,GCA_012913485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/913/485/GCF_012913485.1_ASM1291348v1,,"
",GCF_012913485.1_ASM1291348v1_genomic.gbff
GCF_012934855.1,GCF_012934855.1,PRJNA224116,SAMN14575438,,na,754517,754517,Mycoplasma sp. Phocoena C-264-GEN,strain=Phocoena C-264-GEN,,latest,Complete Genome,Major,Full,2020/04/30,ASM1293485v1,US FDA,GCA_012934855.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/934/855/GCF_012934855.1_ASM1293485v1,,"
",GCF_012934855.1_ASM1293485v1_genomic.gbff
GCF_012935755.1,GCF_012935755.1,PRJNA224116,SAMN14692980,,na,2730845,2730845,Pseudomonas sp. ADAK2,strain=ADAK2,,latest,Complete Genome,Major,Full,2020/05/01,ASM1293575v1,University of Alaska Fairbanks,GCA_012935755.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/935/755/GCF_012935755.1_ASM1293575v1,,"
",GCF_012935755.1_ASM1293575v1_genomic.gbff
GCF_013003965.1,GCF_013003965.1,PRJNA224116,SAMN14766570,,na,2732067,2732067,Nitrosomonadales bacterium 0125_3,strain=0125_3,,latest,Complete Genome,Major,Full,2020/05/10,ASM1300396v1,Leibniz Institute DSMZ,GCA_013003965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/003/965/GCF_013003965.1_ASM1300396v1,,"
",GCF_013003965.1_ASM1300396v1_genomic.gbff
GCF_013004005.1,GCF_013004005.1,PRJNA224116,SAMN14777006,,representative genome,531813,531813,Pelagibacterium halotolerans,strain=ANSP101,,latest,Complete Genome,Major,Full,2020/05/10,ASM1300400v1,China Agricultural University,GCA_013004005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/004/005/GCF_013004005.1_ASM1300400v1,,"
",GCF_013004005.1_ASM1300400v1_genomic.gbff
GCF_013004065.1,GCF_013004065.1,PRJNA224116,SAMN14784919,,na,2732163,2732163,Limnobacter sp. SAORIC-580,strain=SAORIC-580,,latest,Complete Genome,Major,Full,2020/05/10,ASM1300406v1,Inha University,GCA_013004065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/004/065/GCF_013004065.1_ASM1300406v1,,"
",GCF_013004065.1_ASM1300406v1_genomic.gbff
GCF_013004105.1,GCF_013004105.1,PRJNA224116,SAMN14785845,,na,2732249,2732249,Gemmatimonas sp. TET16,strain=TET16,,latest,Complete Genome,Major,Full,2020/05/10,ASM1300410v1,Aarhus University,GCA_013004105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/004/105/GCF_013004105.1_ASM1300410v1,,"
",GCF_013004105.1_ASM1300410v1_genomic.gbff
GCF_013008815.1,GCF_013008815.1,PRJNA224116,SAMN14828660,,na,754516,754516,Mycoplasma sp. Mirounga ES2806-NAS,strain=Mirounga ES2806-NAS,,latest,Complete Genome,Major,Full,2020/05/11,ASM1300881v1,US FDA,GCA_013008815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/008/815/GCF_013008815.1_ASM1300881v1,,"
",GCF_013008815.1_ASM1300881v1_genomic.gbff
GCF_013009555.1,GCF_013009555.1,PRJNA224116,SAMN13293921,,na,357276,357276,Bacteroides dorei,strain=DSM 17855,,latest,Complete Genome,Major,Full,2020/05/11,ASM1300955v1,University of Florida,GCA_013009555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/009/555/GCF_013009555.1_ASM1300955v1,,"assembly from type material
",GCF_013009555.1_ASM1300955v1_genomic.gbff
GCF_013085545.1,GCF_013085545.1,PRJNA224116,SAMN11431105,,representative genome,370038,370038,Desulfovibrio marinus,strain=CS1,,latest,Complete Genome,Major,Full,2020/05/14,ASM1308554v1,"Institute of Oceanology, Chinese Academy of Sciences",GCA_013085545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/085/545/GCF_013085545.1_ASM1308554v1,,"
",GCF_013085545.1_ASM1308554v1_genomic.gbff
GCF_013113735.1,GCF_013113735.1,PRJNA224116,SAMN14851439,,na,2735134,2735134,Sphingomonas sp. AP4-R1,strain=AP4-R1,,latest,Complete Genome,Major,Full,2020/05/18,ASM1311373v1,National Institute of Agricultural Sciences,GCA_013113735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/113/735/GCF_013113735.1_ASM1311373v1,,"
",GCF_013113735.1_ASM1311373v1_genomic.gbff
GCF_013128195.1,GCF_013128195.1,PRJNA224116,SAMN14833344,,na,2052164,2052164,Gemmataceae bacterium,strain=PL17,,latest,Complete Genome,Major,Full,2020/05/20,ASM1312819v1,"Institute of Bioengineering, Research Center of Biotechnology of RAS",GCA_013128195.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/128/195/GCF_013128195.1_ASM1312819v1,,"
",GCF_013128195.1_ASM1312819v1_genomic.gbff
GCF_013155125.1,GCF_013155125.1,PRJNA224116,SAMN14923072,,na,2736640,2736640,Pseudonocardia sp. Gen01,strain=Gen01,,latest,Complete Genome,Major,Full,2020/05/24,ASM1315512v1,Central South University of Forestry and Technology,GCA_013155125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/155/125/GCF_013155125.1_ASM1315512v1,,"
",GCF_013155125.1_ASM1315512v1_genomic.gbff
GCF_013177455.1,GCF_013177455.1,PRJNA224116,SAMN14943940,,na,2663857,2663857,Nocardioides sp. zg-579,,zg-579,latest,Complete Genome,Major,Full,2020/05/27,ASM1317745v1,China CDC,GCA_013177455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/177/455/GCF_013177455.1_ASM1317745v1,,"
",GCF_013177455.1_ASM1317745v1_genomic.gbff
GCF_013201545.1,GCF_013201545.1,PRJNA224116,SAMN12612897,,representative genome,158627,158627,Pseudomonas graminis,strain=PgKB30,,latest,Complete Genome,Major,Full,2020/06/01,ASM1320154v1,Korea Research Institute of Bioscience and Biotechnology,GCA_013201545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/201/545/GCF_013201545.1_ASM1320154v1,,"
",GCF_013201545.1_ASM1320154v1_genomic.gbff
GCF_013372225.1,GCF_013372225.1,PRJNA224116,SAMN14887001,,na,827,827,Campylobacter ureolyticus,strain=LMG 6451,,latest,Complete Genome,Major,Full,2020/06/24,ASM1337222v1,"USDA, ARS, WRRC",GCA_013372225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/372/225/GCF_013372225.1_ASM1337222v1,,"assembly from type material
",GCF_013372225.1_ASM1337222v1_genomic.gbff
GCF_900039485.1,GCF_900039485.1,PRJNA224116,SAMEA3725905,,na,1778262,1778262,Candidatus Doolittlea endobia,,DEMHIR,latest,Complete Genome,Major,Full,2016/03/28,DEMHIR,UNIVERSITY OF SOUTH BOHEMIA,GCA_900039485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/039/485/GCF_900039485.1_DEMHIR,,"
",GCF_900039485.1_DEMHIR_genomic.gbff
GCF_900044015.1,GCF_900044015.1,PRJNA224116,SAMEA3725908,,na,1778263,1778263,Candidatus Hoaglandella endobia,,HETPER,latest,Complete Genome,Major,Full,2016/03/28,HETPER1,UNIVERSITY OF SOUTH BOHEMIA,GCA_900044015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/044/015/GCF_900044015.1_HETPER1,,"
",GCF_900044015.1_HETPER1_genomic.gbff
GCF_900048035.1,GCF_900048035.1,PRJNA224116,SAMEA3725906,,na,1070130,1070130,Candidatus Gullanella endobia,,GEFVIR,latest,Complete Genome,Major,Full,2016/03/28,GEFVIR,UNIVERSITY OF SOUTH BOHEMIA,GCA_900048035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/048/035/GCF_900048035.1_GEFVIR,,"
",GCF_900048035.1_GEFVIR_genomic.gbff
GCF_900048045.1,GCF_900048045.1,PRJNA224116,SAMEA3725907,,na,1778264,1778264,Candidatus Mikella endobia,,MEPMAR,latest,Complete Genome,Major,Full,2016/03/28,MEPMAR,UNIVERSITY OF SOUTH BOHEMIA,GCA_900048045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/048/045/GCF_900048045.1_MEPMAR,,"
",GCF_900048045.1_MEPMAR_genomic.gbff
GCF_900066015.1,GCF_900066015.1,PRJNA224116,SAMEA3627641,,na,1806508,1806508,Candidatus Promineofilum breve,strain=Cfx-K,,latest,Complete Genome,Major,Full,2016/06/28,Cfx-K,"Department of Biotechnology, Chemistry and Environmental Engineering, Aalborg University",GCA_900066015.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/066/015/GCF_900066015.1_Cfx-K,,"
",GCF_900066015.1_Cfx-K_genomic.gbff
GCF_900070365.1,GCF_900070365.1,PRJNA224116,SAMEA3392348,,na,1653480,1653480,Alloactinosynnema sp. L-07,strain=L-07,Alloactinosynnema sp. L-07,latest,Complete Genome,Major,Full,2015/07/14,Alloactinosynnema sp. L-07,National Center for Genome Resources (NCGR),GCA_900070365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/070/365/GCF_900070365.1_Alloactinosynnema_sp._L-07,,"
",GCF_900070365.1_Alloactinosynnema_sp._L-07_genomic.gbff
GCF_900095175.1,GCF_900095175.1,PRJNA224116,SAMEA4378223,,na,576610,576610,Polynucleobacter necessarius,,PPGSP5,latest,Complete Genome,Major,Full,2017/06/21,PPGSP_Eda1_chr,"UNIVERSITY OF BRITISH COLUMBIA, DEPT BOTANY",GCA_900095175.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/175/GCF_900095175.1_PPGSP_Eda1_chr,,"
",GCF_900095175.1_PPGSP_Eda1_chr_genomic.gbff
GCF_900095795.1,GCF_900095795.1,PRJNA224116,SAMEA4408017,,representative genome,1642646,1642646,Petrimonas mucosa,strain=ING2-E5A,,latest,Complete Genome,Major,Full,2016/10/21,E5A,CEBITEC,GCA_900095795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/795/GCF_900095795.1_E5A,,"assembly from type material
",GCF_900095795.1_E5A_genomic.gbff
GCF_900097105.1,GCF_900097105.1,PRJNA224116,SAMEA4378782,,representative genome,1679444,1679444,Akkermansia glycaniphila,,APytT,latest,Complete Genome,Major,Full,2016/10/27,WK001,"WAGENINGEN UNIVERSITY, LABORATORY OF SYSTEMS AND SYNTHETIC BIOLOGY.",GCA_900097105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/097/105/GCF_900097105.1_WK001,,"
",GCF_900097105.1_WK001_genomic.gbff
GCF_900119705.1,GCF_900119705.1,PRJNA224116,SAMEA4021839,,representative genome,1852373,1852373,Murdochiella vaginalis,strain=Marseille-P2341T,,latest,Complete Genome,Major,Full,2016/11/17,PRJEB14245,URMITE,GCA_900119705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/705/GCF_900119705.1_PRJEB14245,,"assembly from type material
",GCF_900119705.1_PRJEB14245_genomic.gbff
GCF_900120245.1,GCF_900120245.1,PRJNA224116,SAMEA4555081,,representative genome,1852377,1852377,Actinomyces pacaensis,strain=Marseille-P2985T,,latest,Complete Genome,Major,Full,2016/11/22,PRJEB17949,URMITE,GCA_900120245.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/120/245/GCF_900120245.1_PRJEB17949,,"assembly from type material
",GCF_900120245.1_PRJEB17949_genomic.gbff
GCF_900128725.1,GCF_900128725.1,PRJNA224116,SAMEA4556317,,na,9,9,Buchnera aphidicola,strain=BCifornacula,2912,latest,Complete Genome,Major,Full,2016/11/25,BCifornacula_v1.0,Centre de Biologie pour la Gestion des Populations (CBGP - UMR1062),GCA_900128725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/128/725/GCF_900128725.1_BCifornacula_v1.0,,"
",GCF_900128725.1_BCifornacula_v1.0_genomic.gbff
GCF_900143135.1,GCF_900143135.1,PRJNA224116,SAMEA4560778,,na,1922217,1922217,Candidatus Erwinia haradaeae,strain=ErCipseudotaxifoliae,3056,latest,Complete Genome,Major,Full,2016/12/02,ErCipseudotaxifoliae_v1.0,Centre de Biologie pour la Gestion des Populations (CBGP - UMR1062),GCA_900143135.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/143/135/GCF_900143135.1_ErCipseudotaxifoliae_v1.0,,"
",GCF_900143135.1_ErCipseudotaxifoliae_v1.0_genomic.gbff
GCF_900155645.1,GCF_900155645.1,PRJNA224116,SAMEA48205918,,na,1871034,1871034,Propionimicrobium sp. Marseille-P3275,strain=Marseille-P3275T,,latest,Complete Genome,Major,Full,2017/01/14,Propionibacterium massiliense,URMITE,GCA_900155645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/645/GCF_900155645.1_Propionibacterium_massiliense,,"
",GCF_900155645.1_Propionibacterium_massiliense_genomic.gbff
GCF_900161835.1,GCF_900161835.1,PRJNA224116,SAMEA37052668,,na,1929246,1929246,Sodalis endosymbiont of Henestaris halophilus,,HBA,latest,Complete Genome,Major,Full,2017/09/29,HBAv1,ICBIBE,GCA_900161835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/161/835/GCF_900161835.1_HBAv1,,"
",GCF_900161835.1_HBAv1_genomic.gbff
GCF_900169485.1,GCF_900169485.1,PRJNA224116,SAMEA103910411,,representative genome,1944646,1944646,Phoenicibacter congonensis,strain=Marseille-P3241,,latest,Complete Genome,Major,Full,2017/03/14,PRJEB19959,URMITE,GCA_900169485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/485/GCF_900169485.1_PRJEB19959,,"assembly from type material
",GCF_900169485.1_PRJEB19959_genomic.gbff
GCF_900169565.1,GCF_900169565.1,PRJNA224116,SAMEA17758918,,representative genome,1325564,1325564,Nitrospira japonica,,Genome sequencing of Nitrospira japonica strain NJ11,latest,Complete Genome,Major,Full,2017/03/22,NSJP_Ch1,WASEDA university,GCA_900169565.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/565/GCF_900169565.1_NSJP_Ch1,,"
",GCF_900169565.1_NSJP_Ch1_genomic.gbff
GCF_900183405.1,GCF_900183405.1,PRJNA224116,SAMEA104054545,,na,267363,267363,Lactobacillus zymae,strain=ACA-DC 3411,,latest,Complete Genome,Major,Full,2017/05/25,ASM90018340v1,Agricultural University of Athens,GCA_900183405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/183/405/GCF_900183405.1_ASM90018340v1,,"
",GCF_900183405.1_ASM90018340v1_genomic.gbff
GCF_900184295.1,GCF_900184295.1,PRJNA224116,SAMEA104090973,,representative genome,33069,33069,Pseudomonas viridiflava,strain=CFBP 1590,E12-5,latest,Complete Genome,Major,Full,2017/06/13,Chr_1,"Zurich University of Applied Sciences (ZHAW), School of Life Sciences and Facility Management, Institute of Natural Resource Sciences",GCA_900184295.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/295/GCF_900184295.1_Chr_1,,"
",GCF_900184295.1_Chr_1_genomic.gbff
GCF_900184705.1,GCF_900184705.1,PRJNA224116,SAMEA104092011,,representative genome,1986204,1986204,Brevefilum fermentans,,CAMBI-1,latest,Complete Genome,Major,Full,2017/06/06,CAMBI-1,AALBORG UNIVERSITY,GCA_900184705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/184/705/GCF_900184705.1_CAMBI-1,,"
",GCF_900184705.1_CAMBI-1_genomic.gbff
GCF_900186965.1,GCF_900186965.1,PRJNA224116,SAMEA4412668,,na,452,452,Legionella spiritensis,strain=NCTC11990,,latest,Complete Genome,Major,Full,2017/08/15,50592_C01,SC,GCA_900186965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/965/GCF_900186965.1_50592_C01,,"assembly from type material
",GCF_900186965.1_50592_C01_genomic.gbff
GCF_900186975.1,GCF_900186975.1,PRJNA224116,SAMEA4412665,,representative genome,33011,33011,Cutibacterium granulosum,strain=NCTC11865,,latest,Complete Genome,Major,Full,2017/08/15,50569_F01,SC,GCA_900186975.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/975/GCF_900186975.1_50569_F01,,"assembly from type material
",GCF_900186975.1_50569_F01_genomic.gbff
GCF_900187035.1,GCF_900187035.1,PRJNA224116,SAMEA4364220,,representative genome,158847,158847,Megamonas hypermegale,strain=NCTC10570,,latest,Complete Genome,Major,Full,2017/08/15,50279_G02,SC,GCA_900187035.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/035/GCF_900187035.1_50279_G02,,"assembly from type material
",GCF_900187035.1_50279_G02_genomic.gbff
